news,off
"The Clinton campaign also suggested on Sunday that Russia had been responsible for the leak as part of an effort to help Mr. Trump, who has made flattering comments about President Vladimir V. Putin.",0
"There appears to be far less interest in third-party candidates compared with the same point in 2016, pollsters say.",1
"In follow-up interviews, respondents stressed two steps that would help them feel comfortable resuming those and other economic activities: reassurances from medical professionals and the development of a vaccine.",1
All three candidates support recommendations in a recent report from the Brennan Center for Justice to open up the legislative process in Albany.,0
"""I'll get a phone call from one client thinking the world is falling apart, and then another thinking it's the best time to get into the market -- in the same day,"" said Robert Schmansky, founder of Clear Financial Advisors in Livonia, Mich.",0
Anti-abortion leaders and politicians said the law's provisions were intended to enhance patient welfare.,1
"He traveled regularly to Israel, meeting with top security advisers to Mr. Netanyahu, like Yitzhak Molcho, whom he has known for decades.",0
"At the same time, however, Mrs. Clinton's aides said she fully supported yesterday's move to stepped-up sanctions.",1
But the broad contours of the agreement are likely to satisfy Communist Party hard-liners who insist that Beijing make no compromises that would limit industrial policies aimed at turning China into a high-tech competitor with the United States.,0
Israeli political analysts said Mr. Sharon would have had difficulty controlling the outspoken Mr. Netanyahu had he remained the foreign minister.,1
"Congressional officials said these could create more than 375,000 jobs.",1
"In a brief filed in October, U.P.S. said it is discontinuing its policy of not accommodating pregnant workers as a matter of ""corporate discretion,"" but claims the policy was legal and denies any liability for damages.",0
"In late 2008, according to records and a person with knowledge of the group's finances, Mr. Bloomberg gave at least $5 million.",1
But many Democrats say Mrs. Clinton's statistical advantage obscures concerns about turnout and voter apathy.,1
"Quinton Lucas, the mayor of Kansas City, Mo., the largest city in the region, said public safety -- not confusion over the dates -- should guide the decisions they were making.",0
